,doc,entity,position,type
14172,19961001_88322.txt,kuwait,1;9;60;89;985;2655;2830;,LOCATION
14173,19961001_88361.txt,kuwait,1;9;59;77;1020;1724;,LOCATION
14174,19961001_89927.txt,kuwait,700;,LOCATION
14175,19961007_100692.txt,kuwait,1;55;1252;1320;1489;1566;3052;3234;,LOCATION
14176,19961007_99264.txt,kuwait,653;2339;,LOCATION
14177,19961010_109779.txt,kuwait,1;24;45;104;436;460;945;,LOCATION
14178,19961011_111557.txt,kuwait,3068;,LOCATION
14179,19961015_118047.txt,kuwait,2875;,LOCATION
14180,19961015_118790.txt,kuwait,1;24;45;104;492;556;663;,LOCATION
14181,19961024_142333.txt,kuwait,1;9;50;847;1018;1144;,LOCATION
14182,19961024_142453.txt,kuwait,562;,LOCATION
14183,19961028_147576.txt,kuwait,1061;,LOCATION
14184,19961029_151355.txt,kuwait,1;37;57;179;284;425;727;,LOCATION
14185,19961030_153638.txt,kuwait,349;1194;,LOCATION
14186,19961030_155481.txt,kuwait,848;,LOCATION
14187,19961101_160729.txt,kuwait,189;,LOCATION
14188,19961106_168857.txt,kuwait,724;,LOCATION
14189,19961106_171499.txt,kuwait,1;24;45;104;341;475;702;726;,LOCATION
14190,19961107_173880.txt,kuwait,321;,LOCATION
14191,19961107_174120.txt,kuwait,3563;,LOCATION
14192,19961107_174220.txt,kuwait,1109;,LOCATION
14193,19961107_174761.txt,kuwait,1988;,LOCATION
14194,19961109_177916.txt,kuwait,195;,LOCATION
14195,19961110_178578.txt,kuwait,742;,LOCATION
14196,19961111_180216.txt,kuwait,940;,LOCATION
14197,19961111_180677.txt,kuwait,1127;,LOCATION
14198,19961111_181497.txt,kuwait,916;,LOCATION
14199,19961112_183760.txt,kuwait,1;60;271;1195;2567;,LOCATION
14200,19961112_184641.txt,kuwait,1333;,LOCATION
14201,19961113_186224.txt,kuwait,1;9;61;105;374;981;992;,LOCATION
14202,19961113_187805.txt,kuwait,1;24;46;105;329;445;705;982;1047;1168;1381;,LOCATION
14203,19961209_243761.txt,kuwait,319;1875;,LOCATION
14204,19970428_543845.txt,kuwait,12;94;897;,LOCATION
14205,19960828_20640.txt,kyoto,354;,LOCATION
14206,19961003_95383.txt,kyoto,180;,LOCATION
14207,19961031_158670.txt,kyoto,371;,LOCATION
14208,19960913_52290.txt,kyrgyzstan,6666;,LOCATION
14209,19960919_65940.txt,kyrgyzstan,1524;,LOCATION
14210,19960920_67081.txt,kyrgyzstan,1741;,LOCATION
14211,19960927_81113.txt,kyrgyzstan,1;13;79;1458;,LOCATION
14212,19961004_96146.txt,kyrgyzstan,936;,LOCATION
14213,19961015_118047.txt,kyrgyzstan,1023;,LOCATION
14214,19961022_134003.txt,kyrgyzstan,3145;,LOCATION
14215,19960821_5174.txt,kyushu,2395;,LOCATION
14216,19960821_5588.txt,kyushu,1782;,LOCATION
14217,19961024_141493.txt,kyushu,5;155;,LOCATION
14218,19961018_126555.txt,la paz,57;1666;,LOCATION
14219,19960912_49116.txt,la romana,2309;,LOCATION
14220,19960913_53737.txt,laghman province,194;1649;,LOCATION
14221,19960918_61838.txt,laghman province,1772;,LOCATION
14222,19960926_79154.txt,laghman province,3655;,LOCATION
14223,19960928_83419.txt,laghman province,3494;,LOCATION
14224,19960823_11513.txt,lahore,60;188;435;1436;1780;2175;2356;2608;,LOCATION
14225,19960824_12850.txt,lahore,34;60;204;471;,LOCATION
14226,19960831_25840.txt,lahore,2611;,LOCATION
14227,19960930_86851.txt,lahore,4169;,LOCATION
14228,19961016_120944.txt,lahore,649;,LOCATION
14229,19961020_128843.txt,lahore,1733;,LOCATION
14230,19961106_170218.txt,lahore,1405;,LOCATION
14231,19961107_173319.txt,lahore,920;,LOCATION
14232,19960828_19348.txt,laos,29;173;1187;,LOCATION
14233,19960901_26408.txt,laos,1676;,LOCATION
14234,19960905_33855.txt,laos,289;957;1071;,LOCATION
14235,19960909_40433.txt,laos,114;496;,LOCATION
14236,19960917_59847.txt,laos,809;,LOCATION
14237,19961007_101313.txt,laos,1053;,LOCATION
14238,19961011_112157.txt,laos,865;,LOCATION
14239,19961029_152095.txt,laos,1584;,LOCATION
14240,19970708_714984.txt,laos,768;,LOCATION
14241,19960921_68928.txt,larkana,59;402;894;1075;2592;,LOCATION
14242,19960923_70746.txt,larkana,1143;1641;,LOCATION
14243,19960821_7048.txt,las vegas,1106;2729;,LOCATION
14244,19960822_9611.txt,las vegas,403;544;2668;,LOCATION
14245,19960905_35046.txt,las vegas,474;539;687;,LOCATION
14246,19960911_45515.txt,las vegas,44;,LOCATION
14247,19960925_76518.txt,las vegas,310;,LOCATION
14248,19960926_77898.txt,las vegas,693;,LOCATION
14249,19960926_80324.txt,las vegas,409;,LOCATION
14250,19960927_80618.txt,las vegas,781;,LOCATION
14251,19961001_88678.txt,las vegas,207;,LOCATION
14252,19961003_93100.txt,las vegas,3604;,LOCATION
14253,19961004_95648.txt,las vegas,60;71;246;490;1531;,LOCATION
14254,19961004_96541.txt,las vegas,458;529;,LOCATION
14255,19961011_109945.txt,las vegas,1807;,LOCATION
14256,19961023_137577.txt,las vegas,51;,LOCATION
14257,19961103_162529.txt,las vegas,517;,LOCATION
14258,19961110_178837.txt,las vegas,61;,LOCATION
14259,19970325_466894.txt,las vegas,48;,LOCATION
14260,19960822_8591.txt,latvia,917;,LOCATION
14261,19960827_15646.txt,latvia,2773;,LOCATION
14262,19960828_19148.txt,latvia,1;24;387;1009;,LOCATION
14263,19960830_23589.txt,latvia,1192;,LOCATION
14264,19960831_25740.txt,latvia,1959;,LOCATION
14265,19960831_25840.txt,latvia,3918;,LOCATION
14266,19960904_32696.txt,latvia,1828;,LOCATION
14267,19960908_39510.txt,latvia,744;1682;,LOCATION
14268,19960910_42848.txt,latvia,23067;,LOCATION
14269,19960911_46011.txt,latvia,1189;,LOCATION
14270,19960917_58069.txt,latvia,1;,LOCATION
14271,19960923_70665.txt,latvia,1149;,LOCATION
14272,19961001_88939.txt,latvia,764;,LOCATION
14273,19961004_97267.txt,latvia,2875;,LOCATION
14274,19961007_98883.txt,latvia,736;,LOCATION
14275,19961014_113650.txt,latvia,722;,LOCATION
14276,19961014_114010.txt,latvia,801;859;,LOCATION
14277,19961017_124081.txt,latvia,644;,LOCATION
14278,19961021_129479.txt,latvia,712;,LOCATION
14279,19961024_139913.txt,latvia,1;109;,LOCATION
14280,19961024_141093.txt,latvia,1;9;67;74;275;,LOCATION
14281,19961031_157128.txt,latvia,538;1418;,LOCATION
14282,19961104_163389.txt,latvia,1;9;72;401;489;660;799;862;1040;1144;1321;,LOCATION
14283,19961107_172358.txt,latvia,4478;,LOCATION
14284,19961108_175944.txt,latvia,1;74;255;,LOCATION
14285,19970404_486747.txt,latvia,1;24;489;646;797;913;1942;,LOCATION
14286,19970512_575330.txt,latvia,578;,LOCATION
14287,19970528_619826.txt,latvia,1;,LOCATION
14288,19970616_662927.txt,latvia,1;,LOCATION
14289,19970619_672147.txt,latvia,1;,LOCATION
14290,19970709_718092.txt,latvia,4385;,LOCATION
14291,19960827_17408.txt,lebanon,1;36;123;166;632;2164;2408;2745;,LOCATION
14292,19960829_22439.txt,lebanon,3520;3578;,LOCATION
14293,19960829_22520.txt,lebanon,1;10;87;442;807;,LOCATION
14294,19960830_24987.txt,lebanon,1;,LOCATION
14295,19960902_27404.txt,lebanon,1389;,LOCATION
14296,19960903_30911.txt,lebanon,1;25;417;605;670;727;985;1015;1162;,LOCATION
14297,19960904_33226.txt,lebanon,1467;,LOCATION
14298,19960905_36115.txt,lebanon,1412;,LOCATION
14299,19960909_41816.txt,lebanon,1;,LOCATION
14300,19960910_42848.txt,lebanon,12640;30297;31029;,LOCATION
14301,19960910_44162.txt,lebanon,681;1856;2082;,LOCATION
14302,19960910_44525.txt,lebanon,1;,LOCATION
14303,19960913_51523.txt,lebanon,1;167;240;506;1633;1920;2254;,LOCATION
14304,19960913_53174.txt,lebanon,1;10;,LOCATION
14305,19960916_55255.txt,lebanon,3254;,LOCATION
14306,19960916_57259.txt,lebanon,1;25;450;775;1019;1329;,LOCATION
14307,19960919_65192.txt,lebanon,1;,LOCATION
14308,19960920_67686.txt,lebanon,1;1467;,LOCATION
14309,19960923_71167.txt,lebanon,2180;2271;,LOCATION
14310,19960924_73443.txt,lebanon,1;190;406;932;1160;1258;1514;,LOCATION
14311,19960925_76760.txt,lebanon,693;,LOCATION
14312,19960928_83278.txt,lebanon,1;65;165;574;679;,LOCATION
14313,19960929_83891.txt,lebanon,2559;,LOCATION
14314,19960930_86025.txt,lebanon,1;996;,LOCATION
14315,19961001_88959.txt,lebanon,17;,LOCATION
14316,19961002_91140.txt,lebanon,1;10;114;190;,LOCATION
14317,19961002_91963.txt,lebanon,1;67;179;246;533;597;790;896;,LOCATION
14318,19961002_92629.txt,lebanon,1;18;90;,LOCATION
14319,19961010_107276.txt,lebanon,1864;,LOCATION
14320,19961011_111537.txt,lebanon,1;10;99;772;1001;,LOCATION
14321,19961011_112237.txt,lebanon,1;25;486;577;1287;,LOCATION
14322,19961014_115030.txt,lebanon,1;561;,LOCATION
14323,19961016_120363.txt,lebanon,1;10;96;1133;1434;2014;2699;,LOCATION
14324,19961016_121405.txt,lebanon,2603;3708;,LOCATION
14325,19961017_125422.txt,lebanon,1;604;,LOCATION
14326,19961021_132180.txt,lebanon,1;66;192;336;452;1044;,LOCATION
14327,19961023_137997.txt,lebanon,1912;,LOCATION
14328,19961024_140393.txt,lebanon,2306;,LOCATION
14329,19961024_141553.txt,lebanon,1;10;1050;,LOCATION
14330,19961028_148237.txt,lebanon,3659;4661;5322;,LOCATION
14331,19961103_162469.txt,lebanon,1;38;67;570;903;,LOCATION
14332,19961106_169658.txt,lebanon,1;1066;1464;,LOCATION
14333,19961110_178618.txt,lebanon,4035;,LOCATION
14334,19961113_187765.txt,lebanon,1;46;66;188;241;390;810;833;,LOCATION
14335,19961113_187805.txt,lebanon,550;,LOCATION
14336,19961125_215006.txt,lebanon,3516;,LOCATION
14337,19970130_345565.txt,lebanon,738;,LOCATION
14338,19970205_358159.txt,lebanon,1;,LOCATION
14339,19970505_560776.txt,lebanon,1;147;,LOCATION
14340,19960911_45833.txt,lesotho,1;10;146;293;659;724;1070;1162;1378;1437;1806;,LOCATION
14341,19960917_57931.txt,lesotho,1447;,LOCATION
14342,19960919_63558.txt,lesotho,1512;,LOCATION
14343,19960823_10813.txt,lesser antilles,604;,LOCATION
14344,19960903_29832.txt,lexington,1471;,LOCATION
14345,19960906_37596.txt,lexington,56;,LOCATION
14346,19960909_41936.txt,lexington,53;,LOCATION
14347,19960916_55137.txt,lexington,61;,LOCATION
14348,19961007_99889.txt,lexington,7272;,LOCATION
14349,19961011_111577.txt,lexington,11051;,LOCATION
14350,19961024_139613.txt,lexington,50;,LOCATION
14351,19961029_150514.txt,lexington,21812;,LOCATION
14352,19961105_165499.txt,lexington,6;67;274;737;,LOCATION
14353,19961002_91020.txt,leyte,586;,LOCATION
14354,19961023_136736.txt,leyte,2498;,LOCATION
14355,19960907_39138.txt,liberia,1;10;65;326;723;924;1015;1202;,LOCATION
14356,19961018_126255.txt,liberia,1;10;135;1357;1502;1759;,LOCATION
14357,19961019_128489.txt,liberia,809;,LOCATION
14358,19961023_137897.txt,liberia,914;,LOCATION
14359,19961111_180397.txt,liberia,2826;,LOCATION
14360,19960902_27844.txt,libya,570;,LOCATION
14361,19960905_35107.txt,libya,1328;,LOCATION
14362,19960905_36073.txt,libya,4761;,LOCATION
14363,19960906_38523.txt,libya,1647;,LOCATION
14364,19960906_38784.txt,libya,1065;,LOCATION
14365,19960916_54797.txt,libya,2097;,LOCATION
14366,19960918_60922.txt,libya,1183;,LOCATION
14367,19960919_63795.txt,libya,15;71;569;799;893;1078;1247;1689;,LOCATION
14368,19960919_65314.txt,libya,51;1299;2637;2921;3423;,LOCATION
14369,19960919_66020.txt,libya,78;692;1046;1359;1692;2635;,LOCATION
14370,19961003_93301.txt,libya,3213;,LOCATION
14371,19961004_97327.txt,libya,176;696;,LOCATION
14372,19961008_102068.txt,libya,622;2796;,LOCATION
14373,19961015_118328.txt,libya,429;,LOCATION
14374,19961016_120443.txt,libya,524;2532;2586;2711;2801;,LOCATION
14375,19961016_121425.txt,libya,1422;,LOCATION
14376,19961022_133603.txt,libya,48;2155;,LOCATION
14377,19961022_134962.txt,libya,1075;,LOCATION
14378,19961023_136254.txt,libya,551;657;,LOCATION
14379,19961106_170098.txt,libya,1863;,LOCATION
14380,19961106_171019.txt,libya,1015;,LOCATION
14381,19961112_181612.txt,libya,2791;,LOCATION
14382,19960916_55255.txt,liechtenstein,805;,LOCATION
14383,19961016_122187.txt,liechtenstein,1;66;,LOCATION
14384,19960820_3400.txt,lima,59;243;,LOCATION
14385,19960826_13472.txt,lima,1148;,LOCATION
14386,19960828_19188.txt,lima,57;836;,LOCATION
14387,19960905_34448.txt,lima,50;652;,LOCATION
14388,19960909_41095.txt,lima,58;,LOCATION
14389,19960909_41135.txt,lima,56;1144;,LOCATION
14390,19960910_43679.txt,lima,57;510;,LOCATION
14391,19960911_46150.txt,lima,59;714;,LOCATION
14392,19960911_46170.txt,lima,58;2055;,LOCATION
14393,19960912_49156.txt,lima,7;58;88;,LOCATION
14394,19960913_51469.txt,lima,44;318;773;,LOCATION
14395,19960918_60271.txt,lima,54;228;668;,LOCATION
14396,19960923_69573.txt,lima,4843;,LOCATION
14397,19960926_78376.txt,lima,57;511;,LOCATION
14398,19961003_93616.txt,lima,57;631;,LOCATION
14399,19961006_98517.txt,lima,486;2219;,LOCATION
14400,19961007_99667.txt,lima,59;1891;,LOCATION
14401,19961009_105056.txt,lima,53;837;,LOCATION
14402,19961011_110825.txt,lima,56;1149;1896;,LOCATION
14403,19961012_112552.txt,lima,56;,LOCATION
14404,19961029_150274.txt,lima,55;647;,LOCATION
14405,19961101_159887.txt,lima,275;460;1319;1833;2450;2877;,LOCATION
14406,19961102_161825.txt,lima,55;758;1174;,LOCATION
14407,19961104_163589.txt,lima,57;672;,LOCATION
14408,19961105_166237.txt,lima,57;990;,LOCATION
14409,19961110_178418.txt,lima,513;741;,LOCATION
14410,19961224_274789.txt,lima,59;161;951;1556;4524;,LOCATION
14411,19970403_484300.txt,lima,46;268;312;,LOCATION
14412,19970420_523097.txt,lima,58;185;2179;2627;3290;,LOCATION
14413,19960820_2740.txt,lithuania,1225;,LOCATION
14414,19960822_8591.txt,lithuania,1260;,LOCATION
14415,19960822_9171.txt,lithuania,1;12;98;1133;1348;1552;,LOCATION
14416,19960827_15646.txt,lithuania,3057;,LOCATION
14417,19960828_19148.txt,lithuania,532;,LOCATION
14418,19960830_23589.txt,lithuania,1181;,LOCATION
14419,19960830_24065.txt,lithuania,1;1089;1149;1334;,LOCATION
14420,19960831_25740.txt,lithuania,549;1603;2536;,LOCATION
14421,19960831_25840.txt,lithuania,3929;,LOCATION
14422,19960902_27105.txt,lithuania,1;27;,LOCATION
14423,19960904_32696.txt,lithuania,6;106;403;480;644;1359;1529;1912;2267;2622;2795;,LOCATION
14424,19960910_42848.txt,lithuania,23078;26955;,LOCATION
14425,19960911_46011.txt,lithuania,1178;,LOCATION
14426,19960913_52590.txt,lithuania,1;27;318;791;,LOCATION
14427,19960916_55531.txt,lithuania,1;27;949;1332;1606;,LOCATION
14428,19960919_64508.txt,lithuania,1791;,LOCATION
14429,19960923_70188.txt,lithuania,1;27;139;535;1066;,LOCATION
14430,19960923_70665.txt,lithuania,1160;,LOCATION
14431,19960924_72583.txt,lithuania,1;27;595;749;1849;,LOCATION
14432,19960926_78216.txt,lithuania,1;81;,LOCATION
14433,19960927_82479.txt,lithuania,1;27;527;1983;2135;2729;2890;,LOCATION
14434,19960930_84823.txt,lithuania,1;78;,LOCATION
14435,19961001_88939.txt,lithuania,772;,LOCATION
14436,19961009_104336.txt,lithuania,792;968;,LOCATION
14437,19961010_107876.txt,lithuania,1;27;1295;1398;1887;2148;,LOCATION
14438,19961014_114050.txt,lithuania,1;27;1125;1329;1873;,LOCATION
14439,19961017_124081.txt,lithuania,30;598;1299;1350;,LOCATION
14440,19961020_129023.txt,lithuania,1;1079;2783;,LOCATION
14441,19961021_130177.txt,lithuania,1;12;2390;2434;,LOCATION
14442,19961022_133182.txt,lithuania,1;91;859;1290;,LOCATION
14443,19961024_141093.txt,lithuania,263;,LOCATION
14444,19961107_172358.txt,lithuania,4965;,LOCATION
14445,19961107_172438.txt,lithuania,1;649;,LOCATION
14446,19970327_471411.txt,lithuania,1;76;,LOCATION
14447,19970404_486747.txt,lithuania,921;,LOCATION
14448,19970512_575330.txt,lithuania,1;94;336;549;742;858;1130;1235;,LOCATION
14449,19970709_718092.txt,lithuania,4374;,LOCATION
14450,19960913_53737.txt,logar province,2927;,LOCATION
14451,19960926_79154.txt,logar province,1379;1546;,LOCATION
14452,19960910_42848.txt,lome,30641;41593;,LOCATION
14453,19960820_2324.txt,london,59;,LOCATION
14454,19960820_2344.txt,london,43;,LOCATION
14455,19960820_2374.txt,london,52;452;,LOCATION
14456,19960820_3060.txt,london,56;629;,LOCATION
14457,19960820_3080.txt,london,53;294;,LOCATION
14458,19960820_3560.txt,london,900;,LOCATION
14459,19960820_3960.txt,london,48;,LOCATION
14460,19960820_3980.txt,london,49;2369;,LOCATION
14461,19960820_4000.txt,london,44;313;777;1486;,LOCATION
14462,19960820_4460.txt,london,51;447;,LOCATION
14463,19960820_4480.txt,london,49;3042;,LOCATION
14464,19960821_5033.txt,london,48;758;,LOCATION
14465,19960821_5241.txt,london,1609;,LOCATION
14466,19960821_5368.txt,london,59;,LOCATION
14467,19960821_5488.txt,london,56;,LOCATION
14468,19960821_5768.txt,london,51;,LOCATION
14469,19960821_5788.txt,london,57;,LOCATION
14470,19960821_5808.txt,london,57;175;2062;,LOCATION
14471,19960821_6448.txt,london,59;397;1264;,LOCATION
14472,19960821_6508.txt,london,438;,LOCATION
14473,19960821_6648.txt,london,54;1521;,LOCATION
14474,19960821_6668.txt,london,57;658;,LOCATION
14475,19960821_6688.txt,london,56;877;,LOCATION
14476,19960821_6708.txt,london,54;753;,LOCATION
14477,19960821_6728.txt,london,50;764;,LOCATION
14478,19960821_6748.txt,london,49;656;,LOCATION
14479,19960822_7563.txt,london,35;116;125;,LOCATION
14480,19960822_7564.txt,london,5;55;404;,LOCATION
14481,19960822_7584.txt,london,54;,LOCATION
14482,19960822_7609.txt,london,68;,LOCATION
14483,19960822_7950.txt,london,5;36;131;,LOCATION
14484,19960822_7970.txt,london,51;,LOCATION
14485,19960822_7990.txt,london,52;507;,LOCATION
14486,19960822_8010.txt,london,5;57;75;,LOCATION
14487,19960822_8030.txt,london,45;628;,LOCATION
14488,19960822_8290.txt,london,1517;,LOCATION
14489,19960822_8330.txt,london,262;,LOCATION
14490,19960822_8510.txt,london,56;289;1247;1643;1914;3136;3189;,LOCATION
14491,19960822_8551.txt,london,57;,LOCATION
14492,19960822_8951.txt,london,60;1165;,LOCATION
14493,19960822_8971.txt,london,5;46;64;,LOCATION
14494,19960822_8991.txt,london,56;,LOCATION
14495,19960822_9011.txt,london,51;2071;,LOCATION
14496,19960823_10203.txt,london,51;,LOCATION
14497,19960823_10223.txt,london,50;237;605;1413;1638;2969;3027;3467;,LOCATION
14498,19960823_10243.txt,london,57;235;327;699;1220;,LOCATION
14499,19960823_10263.txt,london,48;1955;,LOCATION
14500,19960823_10892.txt,london,57;646;,LOCATION
14501,19960823_10912.txt,london,54;2964;,LOCATION
14502,19960823_11594.txt,london,49;482;,LOCATION
14503,19960823_11615.txt,london,56;,LOCATION
14504,19960823_11635.txt,london,47;980;,LOCATION
14505,19960823_11655.txt,london,56;1242;,LOCATION
14506,19960823_12076.txt,london,48;,LOCATION
14507,19960823_12096.txt,london,52;905;,LOCATION
14508,19960824_12650.txt,london,32;40;103;,LOCATION
14509,19960824_12770.txt,london,29;223;1528;,LOCATION
14510,19960824_12790.txt,london,224;,LOCATION
14511,19960824_12850.txt,london,369;,LOCATION
14512,19960825_12885.txt,london,57;2934;,LOCATION
14513,19960825_12989.txt,london,52;913;,LOCATION
14514,19960825_13148.txt,london,1859;,LOCATION
14515,19960826_13404.txt,london,35;128;141;547;,LOCATION
14516,19960826_13714.txt,london,59;1738;,LOCATION
14517,19960826_14069.txt,london,55;,LOCATION
14518,19960826_14590.txt,london,892;,LOCATION
14519,19960826_14751.txt,london,311;,LOCATION
14520,19960826_15094.txt,london,10;153;414;,LOCATION
14521,19960827_15564.txt,london,5;42;237;366;,LOCATION
14522,19960827_15585.txt,london,3107;,LOCATION
14523,19960827_15625.txt,london,35;129;,LOCATION
14524,19960827_16170.txt,london,56;,LOCATION
14525,19960827_16190.txt,london,513;,LOCATION
14526,19960827_16210.txt,london,55;305;1831;,LOCATION
14527,19960827_16670.txt,london,507;,LOCATION
14528,19960827_17211.txt,london,1934;,LOCATION
14529,19960827_17287.txt,london,54;205;1876;,LOCATION
14530,19960827_17307.txt,london,57;,LOCATION
14531,19960827_17328.txt,london,59;598;,LOCATION
14532,19960827_17348.txt,london,56;711;3661;,LOCATION
14533,19960827_17648.txt,london,219;1158;1430;,LOCATION
14534,19960827_17668.txt,london,57;553;,LOCATION
14535,19960827_17688.txt,london,37;186;1059;,LOCATION
14536,19960828_18118.txt,london,51;,LOCATION
14537,19960828_18257.txt,london,54;674;1305;1624;1743;,LOCATION
14538,19960828_18279.txt,london,48;773;1972;,LOCATION
14539,19960828_18433.txt,london,55;,LOCATION
14540,19960828_18868.txt,london,55;,LOCATION
14541,19960828_18888.txt,london,54;444;,LOCATION
14542,19960828_18908.txt,london,53;1096;,LOCATION
14543,19960828_18927.txt,london,1969;,LOCATION
14544,19960828_18988.txt,london,965;,LOCATION
14545,19960828_19819.txt,london,51;774;,LOCATION
14546,19960828_19839.txt,london,57;442;,LOCATION
14547,19960828_19859.txt,london,54;732;,LOCATION
14548,19960828_20279.txt,london,52;,LOCATION
14549,19960828_20299.txt,london,53;372;,LOCATION
14550,19960829_20785.txt,london,55;,LOCATION
14551,19960829_20927.txt,london,57;,LOCATION
14552,19960829_20986.txt,london,824;,LOCATION
14553,19960829_21085.txt,london,57;1218;,LOCATION
14554,19960829_21105.txt,london,57;110;645;,LOCATION
14555,19960829_21125.txt,london,49;1454;,LOCATION
14556,19960829_22420.txt,london,55;1643;,LOCATION
14557,19960829_22439.txt,london,38;381;,LOCATION
14558,19960829_22440.txt,london,46;903;,LOCATION
14559,19960829_22460.txt,london,57;,LOCATION
14560,19960829_22480.txt,london,59;3266;,LOCATION
14561,19960829_22902.txt,london,41;61;221;364;3082;3240;,LOCATION
14562,19960829_22971.txt,london,48;534;,LOCATION
14563,19960829_22991.txt,london,54;643;,LOCATION
14564,19960829_23012.txt,london,32;40;103;,LOCATION
14565,19960829_23152.txt,london,191;,LOCATION
14566,19960830_23489.txt,london,68;,LOCATION
14567,19960830_23826.txt,london,57;223;2156;,LOCATION
14568,19960830_23846.txt,london,57;609;,LOCATION
14569,19960830_23866.txt,london,56;1385;,LOCATION
14570,19960830_24244.txt,london,431;,LOCATION
14571,19960830_24443.txt,london,137;,LOCATION
14572,19960830_24562.txt,london,1832;,LOCATION
14573,19960830_24887.txt,london,52;689;973;3226;3398;,LOCATION
14574,19960830_24907.txt,london,45;74;787;,LOCATION
14575,19960830_24927.txt,london,60;250;,LOCATION
14576,19960830_24947.txt,london,20;50;90;1901;,LOCATION
14577,19960830_25270.txt,london,52;680;,LOCATION
14578,19960830_25290.txt,london,53;,LOCATION
14579,19960831_25760.txt,london,57;,LOCATION
14580,19960831_25840.txt,london,48;712;3273;,LOCATION
14581,19960831_26019.txt,london,393;,LOCATION
14582,19960831_26040.txt,london,134;3723;,LOCATION
14583,19960901_26169.txt,london,60;502;,LOCATION
14584,19960901_26249.txt,london,54;183;285;681;812;1439;1695;,LOCATION
14585,19960901_26269.txt,london,47;1273;,LOCATION
14586,19960901_26448.txt,london,1584;4542;,LOCATION
14587,19960902_26729.txt,london,63;,LOCATION
14588,19960902_26848.txt,london,54;72;710;1386;,LOCATION
14589,19960902_26868.txt,london,44;361;3117;3504;,LOCATION
14590,19960902_26888.txt,london,40;382;,LOCATION
14591,19960902_27344.txt,london,1363;1905;,LOCATION
14592,19960902_27604.txt,london,367;,LOCATION
14593,19960902_27644.txt,london,1181;,LOCATION
14594,19960902_27684.txt,london,55;,LOCATION
14595,19960902_27704.txt,london,47;373;,LOCATION
14596,19960902_27724.txt,london,48;470;,LOCATION
14597,19960902_27966.txt,london,23799;,LOCATION
14598,19960902_27986.txt,london,54;3799;,LOCATION
14599,19960902_28006.txt,london,20;59;122;,LOCATION
14600,19960903_28498.txt,london,59;,LOCATION
14601,19960903_28559.txt,london,57;,LOCATION
14602,19960903_28876.txt,london,712;,LOCATION
14603,19960903_29054.txt,london,55;,LOCATION
14604,19960903_29074.txt,london,5;46;64;,LOCATION
14605,19960903_29094.txt,london,5;23;,LOCATION
14606,19960903_29113.txt,london,41;1075;,LOCATION
14607,19960903_30119.txt,london,49;83;1102;,LOCATION
14608,19960903_30206.txt,london,487;1579;,LOCATION
14609,19960903_30246.txt,london,50;329;,LOCATION
14610,19960903_30266.txt,london,1264;,LOCATION
14611,19960903_30589.txt,london,49;,LOCATION
14612,19960903_30609.txt,london,50;712;,LOCATION
14613,19960903_30629.txt,london,46;,LOCATION
14614,19960903_30649.txt,london,61;,LOCATION
14615,19960903_30931.txt,london,1762;,LOCATION
14616,19960904_31043.txt,london,24;51;88;297;1165;,LOCATION
14617,19960904_31063.txt,london,34;365;,LOCATION
14618,19960904_31103.txt,london,55;2500;,LOCATION
14619,19960904_31123.txt,london,57;377;1000;,LOCATION
14620,19960904_31143.txt,london,3257;,LOCATION
14621,19960904_31163.txt,london,56;525;,LOCATION
14622,19960904_31183.txt,london,44;527;,LOCATION
14623,19960904_31223.txt,london,5;45;169;,LOCATION
14624,19960904_31263.txt,london,2242;,LOCATION
14625,19960904_31283.txt,london,570;,LOCATION
14626,19960904_31344.txt,london,65;3421;,LOCATION
14627,19960904_33166.txt,london,2202;3063;,LOCATION
14628,19960904_33647.txt,london,1068;,LOCATION
14629,19960905_33712.txt,london,42;,LOCATION
14630,19960905_33732.txt,london,49;,LOCATION
14631,19960905_33993.txt,london,57;268;611;,LOCATION
14632,19960905_34013.txt,london,5;46;64;,LOCATION
14633,19960905_34034.txt,london,53;598;,LOCATION
14634,19960905_34054.txt,london,50;2628;,LOCATION
14635,19960905_34073.txt,london,57;836;,LOCATION
14636,19960905_34093.txt,london,56;,LOCATION
14637,19960905_34113.txt,london,1618;,LOCATION
14638,19960905_34567.txt,london,534;567;594;632;668;998;,LOCATION
14639,19960905_34885.txt,london,45;248;800;,LOCATION
14640,19960905_36011.txt,london,655;,LOCATION
14641,19960905_36033.txt,london,50;1083;,LOCATION
14642,19960905_36073.txt,london,56;1909;5260;,LOCATION
14643,19960905_36094.txt,london,5;31;,LOCATION
14644,19960905_36115.txt,london,28;57;1848;2263;2807;3073;,LOCATION
14645,19960905_36135.txt,london,23;43;110;,LOCATION
14646,19960905_36155.txt,london,44;588;,LOCATION
14647,19960905_36175.txt,london,48;,LOCATION
14648,19960906_36559.txt,london,48;2739;,LOCATION
14649,19960906_36661.txt,london,52;,LOCATION
14650,19960906_36820.txt,london,55;,LOCATION
14651,19960906_36838.txt,london,44;,LOCATION
14652,19960906_36839.txt,london,30;335;2994;,LOCATION
14653,19960906_36859.txt,london,69;564;,LOCATION
14654,19960906_37318.txt,london,1139;,LOCATION
14655,19960906_37338.txt,london,1342;,LOCATION
14656,19960906_37794.txt,london,1829;,LOCATION
14657,19960906_38240.txt,london,57;,LOCATION
14658,19960906_38260.txt,london,33;57;97;254;429;,LOCATION
